model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
LR	2017-04	45.655440638344636	32.84277821849861	54.45863343813343	54.880748043599354	31.73099906723839	93.43299241939627	49.06055208350091	38.25774308848689	188.92362320159953	40.51347704387025	33.25070264621089	83.96166997845079	41.16166552798291	70.17859459479882	176.101074456406	76.4941291248144	-2.2679	104.09	86.4	1.013598	103.27	140.46	7.38812	124.0	328.8	-0.889127	105.65	142.4	6130.0	11910.0	2520.0	3790.0
LR	2017-05	35.12097889764905	39.79748808415415	64.46687618805393	98.82370332341605	38.67429085241746	69.74953998066611	47.67108394471014	35.42535799379658	158.02787153809723	39.08185150390658	40.15698716939029	82.91051445126448	68.56874878286231	7.649670185254891	145.55570182542507	83.90521093484294	1.4058	92.6	98.5	20.732162	138.48	149.51	18.02865	161.0	333.7	3.010501	82.55	113.5	5560.0	8810.0	3110.0	3600.0
LR	2017-06	30.45011926794971	48.96540988183091	64.99869444452663	127.09044066878747	41.630941803472496	50.56101205205057	50.933921208802005	31.500925661487898	124.63175465807868	39.169568739298384	51.828846389286085	77.08992421850952	84.6184117965849	-35.99840598166603	104.0154233789821	89.04077122568367	-5.8246	112.38	63.7	44.979556	87.25	48.31	34.31124	125.2	159.1	2.168447	132.04	72.0	5430.0	8950.0	900.0	2280.0
LR	2017-07	29.249284947475978	49.35443594189371	63.47089322891608	134.40299805824355	42.91864308944835	29.04564672865524	53.45880169511741	31.46169084024948	99.14895815177982	39.39681285602529	50.09909411456591	68.77066984884146	83.56954062749864	-64.07777322396589	76.11782498562795	78.59043761408705	-4.8441	71.15	48.1	70.760995	66.52	62.93	54.28893	95.2	108.7	14.606458	93.33	53.6	3320.0	4220.0	1000.0	1660.0
LR	2017-08	33.34853657855483	53.78843684704716	62.130352041497545	137.60314981440698	44.351020919180705	27.969639539600728	52.4789988847433	33.39588766871931	98.96001308947015	39.4530889869343	50.769884375701665	68.9696981999844	82.18615520842185	-65.90739465569756	78.79611326038932	80.31474201496903	14.691	134.07	40.0	122.792333	75.59	26.59	83.58841	73.8	56.8	50.143698	83.94	37.8	4390.0	1190.0	460.0	360.0
LR	2017-09	46.37474397159646	57.850134655347915	59.815959960350796	129.41427481126112	45.04956305794506	49.625465563840464	54.99747402520724	38.58000637723683	125.79390148307002	46.245698415295266	49.509563252292836	73.72185639561759	71.39504180892368	-34.02717576238067	108.47587539409281	76.08466283920052	36.675	101.28	45.3	126.28999	44.51	17.27	61.62241	47.6	45.2	50.288387	48.79	34.1	3310.0	-150.0	-870.0	80.0
LR	2017-10	62.82004799885878	43.961304230857834	54.784788574097206	107.15130801379016	41.01708061413473	71.36298925143241	61.61281154158976	45.91098413644633	163.05487471990895	57.56377396173205	44.207635884186445	77.61248098570215	35.75866876363572	5.864045354688159	145.6429236204465	63.02932407475014	75.049	133.71	64.5	175.966324	88.7	27.95	82.58012	146.4	76.5	83.014	123.13	61.0	3260.0	3020.0	-570.0	900.0
LR	2017-11	75.8017514114937	30.674188195963143	52.17761134356778	72.45594796224388	35.91551135820418	86.93668448895713	65.42420046697204	46.97869668787429	191.78500647278844	65.68687994966898	33.360465731753784	81.98830659347685	6.976938218029218	52.154660095101846	171.642637327297	49.25752745518004	120.02	60.81	58.7	146.037724	129.67	129.1	100.02305	83.6	247.8	120.589585	64.57	81.6	-210.0	420.0	1310.0	1680.0
LR	2017-12	81.24330960900083	23.752293260349227	51.28234273785898	35.06594621366611	25.75400550751253	95.32107678760936	66.80024376810837	41.83205045964357	206.4861952803936	67.06873944461881	21.840409259665584	85.38961421473729	-6.790688381986257	87.67893431365434	181.23350781780928	39.349152265055665	135.42	95.8	54.8	120.224598	68.41	48.66	128.25552	78.4	124.0	137.97722	64.53	68.0	1520.0	300.0	-20.0	550.0
LR	2018-01	76.59796465542166	18.31011914526522	48.06965881129513	7.204889877536971	16.896037401848098	94.88443267452683	65.79871046033529	34.48788624441099	204.88247325430189	60.95228597887947	14.594435623648529	82.35088240322514	-11.126658325051487	106.5151829725466	172.68315629786508	34.29691582570357	110.1	51.25	35.0	30.446997	54.05	76.94	95.20324	69.6	193.6	73.511699	60.85	61.8	-500.0	2900.0	1050.0	1800.0
LR	2018-02	63.991802456877586	16.34855126939367	44.740493197043584	-6.0062915885372306	13.925581451133773	94.45949411968067	58.89192167503843	29.352804419851033	193.66005328241565	48.09171241339135	10.543844443321124	76.53557850602387	-3.7123479434006867	114.34826158008642	163.7187051661085	37.507283254717635	55.499	41.41	27.3	4.783283	90.68	148.6	27.4397	70.7	196.7	29.075397	66.18	67.1	640.0	5290.0	3080.0	2230.0
LR	2018-03	58.625376981643214	20.378667404378405	44.23695172426131	11.472930205482896	19.826600902870226	95.57011786542805	56.60726962789125	35.0117777495677	191.2997809666645	45.30678815690933	19.21341182459563	75.81710333159575	5.16503869136983	104.68879769032692	168.94666423900497	48.24010237980978	46.349	15.82	26.7	30.583137	78.8	123.42	48.36012	49.4	174.8	41.940068	29.06	65.2	-70.0	2090.0	1380.0	1470.0
LR	2018-04	45.214155629268866	32.01675514522378	53.90182614317801	50.89047028841027	32.361493976781944	99.27207049388932	48.588718929910144	38.851020992222004	193.95700489347314	39.82578788703132	32.808836861024844	84.90613458498926	40.29547008362631	82.35455454187722	184.23026891620816	77.16743944594327	38.781	33.85	44.3	15.01374	96.69	145.75	34.39852	110.8	275.4	21.576505	98.28	91.6	930.0	8350.0	2330.0	3130.0
LR	2018-05	34.580953175295434	41.903240373798106	65.71416881538599	104.19952359844442	40.351261899029424	74.61993452404182	46.98928620299925	34.52246890613884	161.4324061422331	38.99178188133723	43.37618486277644	85.580057583817	72.58726754583333	12.465031525932027	150.22173602226735	89.52280809635815	-1.0883	64.04	83.1	2.498928	104.76	87.39	4.39777	55.2	163.4	-5.889252	97.8	98.4	4590.0	9460.0	2290.0	1580.0
LR	2018-06	30.308202032887976	49.095691271058314	66.48730701117766	130.05526090153674	41.40724559276482	48.79753187649204	50.125518735484206	29.58722812426844	121.50511561561493	39.26212769604823	50.39476677020523	76.81727901014185	85.45682046500616	-41.06943272738974	101.61490755587211	87.89576609743196	-3.9614	82.25	66.8	37.322665	90.24	41.01	25.39873	61.5	73.9	2.429323	70.3	54.6	4090.0	5560.0	950.0	920.0
LR	2018-07	28.96113789166105	50.20859769577978	64.03251929334549	135.39966915755508	41.19007160333235	30.494479030715603	53.113300655893504	28.003536335369734	99.49171087306829	39.79023247868233	48.846799755024186	69.15482132533322	85.25281394850191	-64.20493912365876	74.37752744271536	78.44845594767554	-6.843	90.47	44.9	94.986965	56.46	24.15	58.40149	56.7	45.4	22.519506	55.9	37.7	4170.0	1320.0	60.0	340.0
LR	2018-08	32.28570958203324	53.3488012632785	62.66363591108889	135.65220058938846	42.765367787608966	29.824768092429707	51.729782990794035	31.09290782555624	99.76683798260393	38.99365745980101	50.80113194613915	69.59068402477487	83.63215724586232	-61.49310218707282	79.58097203368118	81.99659987219954	14.81	92.72	35.1	110.029241	94.64	25.3	65.19599	94.6	44.9	45.167319	126.94	34.2	2660.0	3270.0	-150.0	390.0
LR	2018-09	42.97364269216278	58.943826661837164	59.145703985161646	128.96391033065686	44.603568939369055	51.48844786921797	52.98655921052301	36.58781155950824	125.18536047580986	43.805091977604434	49.69633993622476	73.25306822336621	73.81970056484423	-32.44915589934487	108.3223967335781	78.47587152273624	58.06	136.35	41.7	135.759071	83.58	34.53	85.96751	63.4	47.3	71.307435	72.36	39.7	3810.0	-80.0	-610.0	-70.0
LR	2018-10	57.53993431717796	45.744060672786375	55.072200142142265	104.97608510655652	38.26061893328334	69.34022705977404	59.539495398622826	42.19021859497356	159.20632508345324	53.99765673835262	41.23213519231528	76.5279368472209	42.29058762037256	3.450383708997702	143.20209810401266	65.10507706985284	75.439	159.42	90.2	195.758276	99.44	41.47	107.89829	78.8	78.0	92.733292	119.18	73.3	5050.0	3650.0	-1040.0	220.0
LR	2018-11	68.26997253395729	29.95379526633846	52.33920325282148	70.98827171938615	36.17462610763516	89.90604508117698	61.19180554077245	46.61597508411876	189.56625166560391	59.87825540115081	31.99813059159845	81.7047952485674	13.804908945503541	56.29088742013491	174.08921386281787	52.32244497318485	111.14	80.39	55.5	139.600185	117.15	112.99	95.66437	131.6	178.5	100.705132	85.8	73.2	900.0	1510.0	770.0	1500.0
LR	2018-12	75.03821247614931	22.124072659304204	50.81927512331474	33.576789444047755	24.577115397273005	93.7698493937552	64.14998003425409	38.633500641408084	200.56489107937722	62.76219734885135	19.69084288634462	82.8964176229072	-2.0726316568177765	86.22766689186089	175.08780993154375	39.698304789160964	98.622	42.88	39.7	55.4547	55.18	90.48	74.29696	70.6	204.6	70.886576	61.63	69.2	-90.0	3050.0	550.0	1970.0
LR	2019-01	71.7667127628534	16.94313463963723	47.16907949855754	3.138398880575508	12.402877021936519	86.42965489057957	63.849303971261065	29.701851191578797	196.119511279643	57.09138547810604	8.308426210840487	77.68608448721456	-7.80549836081633	94.85854104208666	162.71196758908607	29.66571674430599	114.28	68.18	33.0	62.134128	85.17	83.57	117.21354	77.5	156.7	95.401252	75.36	54.7	90.0	2130.0	960.0	940.0
LR	2019-02	59.20385864531599	12.971282783414722	44.15767950247319	-6.743389376281598	9.077396828738998	84.07465506964762	56.458890605968904	24.366411497224565	183.80480946937797	44.468559479899945	5.688454237146814	72.88624306921795	-2.3805533693729686	100.64542926296002	151.74756317634817	32.43522060029406	42.741	89.68	25.4	15.3559	58.97	129.93	47.07382	74.5	174.2	33.832199	81.7	52.8	2410.0	4790.0	1750.0	2010.0
LR	2019-03	53.45124951563912	16.972614506722547	44.58701724284343	13.14587797819836	17.47058600187626	88.6727099357631	53.14930899599793	31.186601594795004	185.50810771889903	41.82990569029163	14.448716308016579	73.24360783639182	8.167484842251003	90.60056879279088	163.58726870689352	45.15531335025136	33.978	47.28	39.2	14.475406	69.68	99.39	37.71973	64.2	175.6	21.274255	59.48	78.0	1850.0	5330.0	1070.0	1860.0
LR	2019-04	41.460347861000386	30.966317958234033	56.18433923043747	57.60200278639029	32.25762501112368	94.03112026399936	45.34445338528166	37.352337051985614	189.07038540354569	37.569435783581035	30.717161173889533	84.87365233103196	44.82167530706498	69.8867932127803	181.75928063095455	77.76711034114312	9.716	105.01	103.1	-0.887168	106.44	149.7	12.39027	87.5	287.0	-4.23309	119.14	137.8	6240.0	13510.0	2830.0	3080.0
LR	2019-05	32.602521687018466	38.49920429398349	65.53724468519059	103.82612292669566	37.83002874941631	70.72215548245855	45.38818961375254	32.67773291909252	159.45988314438438	37.18606331345082	39.72940108403739	83.5291808206502	71.19807642397276	4.846937155897756	146.56225433111075	86.72352918486797	2.331	86.08	121.1	10.727082	93.98	125.95	3.62139	119.1	274.2	-8.259425	132.89	144.4	6100.0	12450.0	2040.0	2990.0
LR	2019-06	29.412785944772068	45.38424514931795	66.34879072047426	126.65851365207591	39.02403181035568	50.01905660711138	48.98758486659722	28.072570507031934	123.2550978848077	38.23832614335062	47.415366472231376	76.17834225522378	82.83673426822673	-39.43487943868174	104.88332621710589	86.80590079289175	-2.9988	63.49	65.1	32.824457	129.17	93.0	15.3101	94.2	159.7	-0.929253	110.29	86.7	3410.0	8870.0	2250.0	2030.0
LR	2019-07	28.342498580971906	50.50979250147852	65.71483709324225	135.06820207097365	40.58585056372154	33.59714325086825	52.36593390303189	27.70155461748648	101.51340787633742	39.60742103671714	49.243699413055666	70.81539184755252	87.85251522708955	-61.4394364369967	81.0640919522539	82.71284149527557	-3.182	76.61	44.6	80.549374	88.17	30.71	39.01155	64.7	69.6	15.503987	82.22	53.3	3750.0	4110.0	250.0	970.0
LR	2019-08	31.69507878900497	53.40557458473858	63.50840717177981	138.4585535212193	42.049117500851196	33.078570959713886	50.6441698236842	30.85156053455232	102.42066899479929	38.90557557720104	50.91822350284093	70.97489175243358	85.11558884035031	-61.61115963970039	83.52107344686603	85.18578579047201	29.084	81.95	34.3	140.583859	78.36	20.32	90.47342	74.8	42.4	57.988491	58.74	36.5	1800.0	-320.0	-630.0	40.0
LR	2019-09	43.477211874826004	59.248071130691514	61.43514242774366	133.1485030708139	44.955768800329096	58.83092286258023	52.74207758428062	38.20230965468406	133.64020628107951	44.36444798943472	53.90724372975576	77.56575501903481	77.43768712615869	-26.579576900941177	120.15205739109169	88.07442250692428	40.726	118.17	41.9	123.967698	63.27	24.55	65.75979	71.2	51.1	44.459599	142.09	44.5	4260.0	5730.0	-490.0	300.0
LR	2019-10	58.61981747349347	43.829546627000994	56.6525730499613	107.59363582055319	42.563453473981184	78.05011974799797	58.08076860618317	45.65017456641555	169.1891821252017	54.07765285961357	43.07305980486274	81.00500096185574	42.739524915056734	12.911642975786478	158.75492528582112	70.46669195181596	84.939	100.53	72.1	177.093496	85.36	31.47	73.72313	110.4	99.6	86.715411	129.23	82.9	2100.0	3460.0	-850.0	910.0
LR	2019-11	70.4313527120437	29.052636599751125	53.01611892371431	70.40735090785273	35.9691727588294	91.37103730324804	61.35601903380787	44.67293494396152	192.2016269978394	60.046137585360775	31.897504171243234	83.09193239517161	11.74944339110472	56.4784225602066	175.69600668443556	54.94507887410198	124.35	78.26	47.3	154.439479	70.58	71.83	116.13732	72.1	190.6	106.047894	92.33	90.6	250.0	3410.0	120.0	1110.0
LR	2019-12	77.16819028500402	21.163999632969556	51.42784789918119	34.63070020594587	26.237549730144835	95.27516170623524	63.46659359061188	40.458827351503324	205.20272700055372	63.23816020418095	19.33502762453111	84.53212884242112	-3.703455645018394	88.62264043737764	181.12818771500628	40.09631196034211	111.69	97.52	41.0	75.242962	62.42	57.18	90.58569	88.9	166.0	79.862832	84.01	82.0	1100.0	4700.0	-260.0	1590.0
LR	2020-01	74.89071664980915	16.045001997973458	47.58920285513298	4.786496138991559	14.950089331106057	90.49241250555164	64.2464837987897	33.08151976142119	201.45179592842408	59.11225093414926	11.469451780187189	80.214175120519	-10.485774938783742	100.29994259850832	170.73675577303868	31.86761359702248	94.012	64.71	33.9	31.083493	82.53	155.56	72.65138	85.5	230.0	60.935268	74.99	88.8	390.0	5670.0	2270.0	2390.0
LR	2020-02	64.98647769594712	13.062830493585906	44.80004128066152	-3.487694237351235	11.22778800524334	86.71595537902564	59.094501419744276	27.207419030029868	190.01194277922804	49.46601739677025	7.185310282495102	74.56785108135841	-7.437269633003233	102.06620097131928	157.65145470816543	31.480435463612885	84.736	29.25	26.6	38.529262	44.76	76.62	53.30845	54.5	143.6	52.776036	36.09	56.8	-980.0	2030.0	390.0	1250.0
LR	2020-03	56.78439499378844	19.67379252425563	44.282208290972505	14.821940837182275	19.584300948775372	95.96094516138939	55.165620474091696	35.27250277015925	191.54413180602893	43.69121192023798	18.272573167530794	74.39778797166471	6.244870989579468	101.50491150699895	171.54001245464	48.6845564578194	42.166	78.7	38.2	9.44791	103.83	140.88	23.77923	72.7	239.2	21.770177	84.59	83.2	2880.0	7460.0	2020.0	2640.0
LR	2020-04	44.222314305959316	31.41843300241403	54.89610678765109	55.11289438883806	32.738755670539994	96.06666827902312	47.824407966238084	38.58360653085252	190.80419586242311	39.57965338622325	32.03287083980651	84.46512019157686	42.59845861259653	73.73553575969558	181.707248849991	76.73570550246828	29.412	47.02	80.6	28.526106	65.09	95.71	28.2242	58.7	187.3	18.752585	75.56	113.4	2820.0	7730.0	820.0	1680.0
LR	2020-05	34.877596879726575	39.87059246931125	64.82152119360313	102.84041102680013	40.17506275792783	71.81387267149194	47.21996588648415	36.2275970339317	159.92051933668745	38.8394618043762	43.10435415615078	84.10190387350015	69.62577884321485	9.255799475250402	148.50196810149419	88.68767197095325	12.466	47.31	93.0	34.076767	82.15	86.36	30.07522	70.7	158.9	8.72533	93.4	116.5	3700.0	9500.0	1380.0	1370.0
LR	2020-06	31.387485690210013	48.014145372716655	65.17587668337468	129.07235429259083	42.18585107314056	48.905195681843296	50.67412015202915	31.5881682376479	122.99287714698258	39.560234964120724	51.368494033248886	76.02553076761302	81.91112812439604	-40.039773789223965	104.64843136289934	87.80100378293636	-3.7335	76.29	60.1	45.121188	65.22	30.75	34.70243	34.1	67.1	6.829812	74.57	63.8	3950.0	5960.0	120.0	460.0
LR	2020-07	29.716725139085693	52.42702699157794	63.91213386901481	136.94014876219956	42.110262958971724	27.02274212745387	53.9750077241515	30.576668545596107	99.9930392976253	39.8999906437452	51.396555097418975	69.2862567735688	87.27239347059177	-66.8505350285592	75.46834036936596	80.39321061203974	0.30303	107.99	44.7	83.405052	76.8	21.9	52.51202	53.2	45.1	23.381034	97.57	48.6	4290.0	4160.0	-100.0	350.0
LR	2020-08	33.08666089070627	54.389743194593656	61.751661355029405	139.0459267532758	45.038918950058964	29.555414570248494	52.565058422147516	34.17573172235189	98.88599954326256	39.33798955285375	52.7657101470093	68.78641538379541	83.2038695482817	-64.30863425170887	80.5250732897303	82.16908846589324	29.909	95.88	36.3	131.504255	77.12	17.97	91.76068	83.8	39.2	54.04115	101.33	39.8	2240.0	3320.0	-790.0	10.0
LR	2020-09	45.413003381365066	59.356068036588816	59.49853476228185	131.7874557361228	43.729615058221576	51.152978063211194	54.42944511557832	37.12006653243635	125.70709946462229	45.64980626239218	51.328362253016564	73.40126382054544	73.62393245327979	-36.68316916857283	106.53903668083822	78.1917660858723	55.811	90.39	33.7	171.748066	63.01	22.71	85.87706	44.3	32.8	76.800542	86.28	43.5	2450.0	330.0	-1450.0	-530.0
LR	2020-10	59.51738687782323	46.29755725041275	54.366318889173314	106.76100740392413	39.97052752390486	72.4144376914872	59.355381699686255	45.0330750215249	161.3629949956353	54.37567081616405	43.11345883301739	76.84791338667713	40.42202364706541	6.038400635403203	147.20421289205984	64.4304908701952	107.65	93.66	42.1	172.798229	100.27	38.46	87.08856	77.2	59.9	100.510732	99.17	55.1	240.0	1090.0	-530.0	40.0
LR	2020-11	71.06946060008644	31.50168430452682	52.28643433328173	74.01144991973916	36.92012984148238	91.38625761831159	62.63147733121136	47.871577853441636	192.42735286426375	61.503981615995755	34.6921278376462	82.49968659873059	11.4256989440734	53.56575069922981	176.16580088700587	55.492032133266044	88.096	65.43	47.0	134.085613	61.63	52.44	75.58086	58.7	91.7	79.408125	61.15	69.0	1390.0	1760.0	-50.0	400.0
LR	2020-12	77.94395156180491	23.411082947779605	51.878205937767845	37.44389710654714	28.082023888467436	98.45462656432153	64.8412879942483	42.16172506918995	207.68503071910436	65.43097959705565	22.64527899810896	86.05600364782504	-2.7608080418583896	87.75756501609467	184.2914198459613	42.30223028614864	112.17	31.53	33.2	100.474807	87.72	70.17	99.46776	90.1	145.0	100.463422	59.12	66.8	-1600.0	2480.0	650.0	1020.0
